,Text,Tag,Value,doc_id,ID,Prediction
29,（４）本公告に示した調達物品を納入できることを証明するため、下記①～②の条件を満たした書類を令和２年３月２７日（金）１７時までに持参、郵送、FAX、電子メールへの添付等の方法により提出すること。,資格申請締切日時,年3月27日,300365875,300365875-30,
30,なお、該当資格を有しない者にのみ令和２年３月３１日（火）１２時までに、通知を行う。,,,300365875,300365875-31,
31,①適合証明書（入札説明会後に様式を配付）,,,300365875,300365875-32,
32,②導入計画書（契約締結後から納品までの作業工程等）,,,300365875,300365875-33,
33,（５）第三者をして物品の貸付けを行えること。（ただし、「役務の提供等」の資格を有する第三者をして物品の貸付けを行うことを希望するものについてのみ）,,,300365875,300365875-34,
34,（６）下記３．（３）の入札説明会における入札説明書の交付を受けた者。,,,300365875,300365875-35,
35,３．契約条項を示す場所等,,,300365875,300365875-36,
36,（１）契約条項を示す場所及び問い合わせ先,,,300365875,300365875-37,
37,〒105-0001,,,300365875,300365875-38,
38,東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,入札書送付先;資格申請送付先,〒105-0001東京都港区虎ノ門二丁目10番1号虎ノ門ツインビルディング;先〒105-0001東京都港区虎ノ門二丁目10番1号虎ノ門ツインビルディング,300365875,300365875-39,
39,独立行政法人石油天然ガス・金属鉱物資源機構,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,独立行政法人石油天然ガス・金属鉱物資源機構;行政法人石油天然ガス・金属鉱物;ビルディング独立行政法人石油天然ガス・金属鉱物資源機構,300365875,300365875-40,
40,総務部情報システム課 今関,質問箇所所属/担当者,総務部情報システム課今関,300365875,300365875-41,
41,Tel 03-6758-8688 Fax 03-6758-8055,質問箇所TEL/FAX,Tel03-6758-8688Fax03-6758-8055E,300365875,300365875-42,
42,E-Mail nyusatsu_isdiv@jogmec.go.jp,,,300365875,300365875-43,
43,（２）入札説明書の交付方法,,,300365875,300365875-44,
44,入札参加希望者に、下記３．（３）の入札説明会にて交付する。,,,300365875,300365875-45,
45,（３）入札説明会の日時及び場所,,,300365875,300365875-46,
46,令和２年３月２日（月）１５時００分,,,300365875,300365875-47,
47,上記３．（１）の１６Ｇ会議室,,,300365875,300365875-48,
48,※入札説明会の参加希望者は令和２年２月２８日（金）１２時までに、E-Mail 若しくはFAX（上記３．（１）に記載）にて申し込むこと。,仕様書交付期限,令和2年2月28日(金)12時,300365875,300365875-49,
49,（４）入札書の提出及び開札の日時及び場所,,,300365875,300365875-50,
50,令和２年４月１３日（月）１５時００分,開札日時,令和2年4月13日(月)15時00分,300365875,300365875-51,
51,上記３．（１）の１９Ａ会議室,開札場所,1)の19A会議室,300365875,300365875-52,
52,４．入札保証金及び契約保証金に関する事項,,,300365875,300365875-53,
53,全額免除,,,300365875,300365875-54,
54,５．その他必要な事項,,,300365875,300365875-55,
55,（１）入札の無効 競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効とする。,,,300365875,300365875-56,
56,（２）入札説明会の有無 有,,,300365875,300365875-57,
57,（３）契約書作成の要否 要,,,300365875,300365875-58,
58,（４）落札者定方法 予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い,,,300365875,300365875-59,
59,価格をもって入札した者を落札者とする。ただし、落札者となるべき者の入札価格,,,300365875,300365875-60,
60,によっては、その者により当該契約の内容に適合した履行がなされないおそれが,,,300365875,300365875-61,
61,あると認められるとき、又はその者と契約することが公正な取引の秩序を乱すこ,,,300365875,300365875-62,
62,ととなるおそれがあって著しく不適当であると認められるときは、予定価格の範,,,300365875,300365875-63,
63,囲内の価格をもって入札をした他の者のうち、最低の価格をもって入札をしたも,,,300365875,300365875-64,
64,のを落札者とすることがある。,,,300365875,300365875-65,
65,（５）手続きにおける交渉の有無 無,,,300365875,300365875-66,
66,○契約の公表に係る留意事項,,,300365875,300365875-67,
67,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365875,300365875-68,
68,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契,,,300365875,300365875-69,
69,約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について,,,300365875,300365875-70,
70,情報を公開するなどの取組を進めるとされているところです。,,,300365875,300365875-71,
71,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページで公,,,300365875,300365875-72,
72,表することとしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札,,,300365875,300365875-73,
73,若しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365875,300365875-74,
74,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせ,,,300365875,300365875-75,
75,ていただきますので、ご了知願います。,,,300365875,300365875-76,
76,（１）公表の対象となる契約先,,,300365875,300365875-77,
77,次のいずれにも該当する契約先,,,300365875,300365875-78,
78,①当機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職していること,,,300365875,300365875-79,
79,②当機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300365875,300365875-80,
80,※予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365875,300365875-81,
81,（２）公表する情報,,,300365875,300365875-82,
82,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365875,300365875-83,
83,①当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人数、職名及び当機構における最終職名,,,300365875,300365875-84,
84,②当機構との間の取引高,,,300365875,300365875-85,
85,③総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいずれかに該当する旨,,,300365875,300365875-86,
86,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365875,300365875-87,
87,④一者応札又は一者応募である場合はその旨,,,300365875,300365875-88,
88,（３）当方に提供していただく情報,,,300365875,300365875-89,
89,①契約締結日時点で在職している当機構ＯＢに係る情報（人数、現在の職名及び当機構における最終職名等）,,,300365875,300365875-90,
90,②直近の事業年度における総売上高又は事業収入及び当機構との間の取引高,,,300365875,300365875-91,
91,（４）公表日,,,300365875,300365875-92,
92,契約締結日の翌日から起算して原則として７２日以内,,,300365875,300365875-93,
0,入札公告,,,300366032,300366032-1,
1,次のとおり一般競争入札に付します。,,,300366032,300366032-2,
2,令和２年２月１７日,公告日,令和2年2月17日,300366032,300366032-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366032,300366032-4,
4,契約担当役 九州支部長 田 中 一 久,,,300366032,300366032-5,
5,1．競争入札に付する事項,,,300366032,300366032-6,
6,(1)件 名 令和2年度旧松岡炭鉱坑廃水処理施設に係る産業廃棄物収集運搬業務,入札件名,令和2年度旧松岡炭鉱坑廃水処理施設に係る産業廃棄物収集運搬業務,300366032,300366032-7,
7,(2)業務内容 汚泥（脱水ケーキ）産業廃棄物の収集運搬業務,,,300366032,300366032-8,
8,(3)業務期間 令和2年4月1日から令和3年3月31日,調達年度;調達終了日;調達開始日,令和2年;令和3年3月31日;令和2年4月1日,300366032,300366032-9,
9,(4)運搬場所 旧松岡炭鉱坑廃水処理施設から産廃処分場,施設名,松岡炭鉱坑廃水処理施設,300366032,300366032-10,
10,処分場：独立行政法人石油天然ガス・金属鉱物資源機構指定,施設名,:独立行政法人石油天然ガス・金属鉱物資源機構指定,300366032,300366032-11,
11,(5)入札方法 一般競争入札,,,300366032,300366032-12,
12,入札金額は産業廃棄物収集・運搬に係る請負業務の総価を記載すること。なお、落札,,,300366032,300366032-13,
13,者の決定に当たっては入札書に記載された金額に当該金額の 10 パーセントに相当する,,,300366032,300366032-14,
14,額を加算した金額（当該金額に1円未満の端数があるときは、その端数を切り捨てた金,,,300366032,300366032-15,
15,額）をもって落札価格とするので、入札者は消費税及び地方消費税に係る課税事業者で,,,300366032,300366032-16,
16,あるか免税事業者であるかを問わず、見積った価格の110分の100に相当する金額を入,,,300366032,300366032-17,
17,札書に記載すること。,,,300366032,300366032-18,
18,2．競争に参加する者に必要な資格に関する事項,,,300366032,300366032-19,
19,下記全ての条件を満たすものとする。,,,300366032,300366032-20,
20,(1)独立行政法人石油天然ガス・金属鉱物資源機構（以下「機構」という。）の「競争参,,,300366032,300366032-21,
21,加者の資格に関する公示」の「3 競争に参加することができない者」に該当しない者,,,300366032,300366032-22,
22,であること。,,,300366032,300366032-23,
23,(2)国の令和01・02・03年度（平成31・32・33年度）競争参加資格（全省庁統一資格）,,,300366032,300366032-24,
24,において、「役務の提供等」の「その他」で、「A」、「B」、「C」等級に格付けされている,,,300366032,300366032-25,
25,ものであること。又は当該競争参加資格を有していない者で、一般競争入札参加申請,,,300366032,300366032-26,
26,書の提出期限までに競争参加者資格審査を受け、当該等級に格付けされた者であるこ,,,300366032,300366032-27,
27,と。,,,300366032,300366032-28,
28,(3)廃棄物の処理及び清掃に関する法律第 14 条第 1 項の規定による福岡県及び熊本県,,,300366032,300366032-29,
29,産業廃棄物収集運搬業の許可を受けている者であること。また、搬出しようとする先,,,300366032,300366032-30,
30,の都道府県の指導要綱等に適用を受ける場合には、対応が可能であること。,,,300366032,300366032-31,
31,(4)(3)で許可を受けている者の内、飯塚市、嘉麻市、北九州市、田川市、中間市、直方,,,300366032,300366032-32,
32,市、豊前市、行橋市、宮若市、遠賀郡芦屋町、岡垣町、遠賀町、水巻町、鞍手郡鞍手,質問箇所所属/担当者,嘉麻市、北九州市、田川市、中間市、直方市、豊前市、行橋市、宮若市、遠賀郡芦屋町、岡垣町、遠賀町、水巻町、鞍手郡鞍手町、小竹町、田川郡福智町、糸田町、香春町、大任町、川崎町、添田町、赤村、嘉穂郡桂川町、京都郡町、みやこ町,300366032,300366032-33,
33,町、小竹町、田川郡福智町、糸田町、香春町、大任町、川崎町、添田町、赤村、嘉穂,,,300366032,300366032-34,
34,郡桂川町、京都郡苅田町、みやこ町、築上郡築上町、上毛町又は吉富町に業務範囲及,,,300366032,300366032-35,
35,び業務場所が所在すること。,,,300366032,300366032-36,
36,(5)国又は政府関係機関等から補助金交付の停止、あるいは契約に係る指名停止等の行,,,300366032,300366032-37,
37,政処分を受けていないこと。,,,300366032,300366032-38,
38,(6)機構九州支部が実施する入札説明会に参加した者。,,,300366032,300366032-39,
39,(7)一般競争入札参加申請書を提出期限までに提出した者。,,,300366032,300366032-40,
40,(8)入札に参加しようとする者の間に資本関係又は人的関係がないこと。,,,300366032,300366032-41,
41,(9)警察当局から、暴力団員が実質的に経営を支配する業者又はこれに準ずものとして、,,,300366032,300366032-42,
42,機構発注業務等からの排除要請があり、当該状態が継続している者でないこと。,,,300366032,300366032-43,
43,(10)温室効果ガス等の排出の削減に配慮する（環境配慮契約法）観点から、入札説明,,,300366032,300366032-44,
44,書に記載する基準により「裾切り方式」を実施し条件を満たす者であること。,,,300366032,300366032-45,
45,3.入札手続き,,,300366032,300366032-46,
46,（1） 問い合わせ先,,,300366032,300366032-47,
47,1）入札に関すること,,,300366032,300366032-48,
48,〒812-0011,,,300366032,300366032-49,
49,福岡県福岡市博多区博多駅前二丁目19番24号 大博センタービル10階,入札書送付先;資格申請送付先;開札場所,##2-0011福岡県福岡市博多区階;〒812-0011福岡県福岡市博多区博多駅前二丁目19番24号大博センタービル10階;大博センタービル10階,300366032,300366032-50,
50,独立行政法人石油天然ガス・金属鉱物資源機構,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,独立行政法人石油天然ガス・金属鉱物資源機構九州支部総務部契約課野田、江口独立行政法人石油天然ガス・金属鉱物資源機構;独立行政法人石油天然ガス・金属鉱物資源機構九州支部総務部契約課野田、江口行政法人石油天然ガス・金属鉱物資源機構;独立行政法人石油天然ガス・金属鉱物資源機構九州支部総務部契約課野田、江口独立行政法人石油天然ガス・金属鉱物資源機構,300366032,300366032-51,
51,九州支部 総務部契約課 野田、江口,,,300366032,300366032-52,
52,Tel 092-411-7832 Fax092-471-6975,質問箇所TEL/FAX,##l092-411-7832Fax092-471-6975,300366032,300366032-53,
53,（注）お問い合わせはできる限りFaxでお願いします。,,,300366032,300366032-54,
54,受付時間は、9 時から17 時までとします。,,,300366032,300366032-55,
55,（ただし、平日12 時15 分から13 時及び土曜日、日曜日、国民の祝日を除く。）,,,300366032,300366032-56,
56,2）業務に関すること,,,300366032,300366032-57,
57,〒812-0011,,,300366032,300366032-58,
58,福岡県福岡市博多区博多駅前二丁目19番24号 大博センタービル10階,入札書送付先;資格申請送付先,812-0011福岡県福岡市博多区博多駅前二丁目19番24号大博センタービル10階独立;812-0011福岡県福岡市博多区博多駅前二丁目19番24号大博センタービル10階,300366032,300366032-59,
59,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366032,300366032-60,
60,九州支部 石炭業務部管理第2課 藤井、緒方,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,九州支部石炭業務部管理第2課藤井、緒方;支部石炭業務部管理第2課藤井、;九州支部石炭業務部管理第2課藤井、緒方,300366032,300366032-61,
61,Tel 092-411-7833 Fax092-431-7739,質問箇所TEL/FAX,##l092-411-7833F092-431-7739,300366032,300366032-62,
62,（注）お問い合わせはできる限りFaxでお願いします。,,,300366032,300366032-63,
63,受付時間は、9 時から17 時までとします。,,,300366032,300366032-64,
64,（ただし、平日12 時15 分から13 時及び土曜日、日曜日、国民の祝日を除く。）,,,300366032,300366032-65,
65,（2）入札説明書（入札心得・仕様書等）の交付,,,300366032,300366032-66,
66,入札参加希望者に、下記（3）の入札説明会において配布します。,,,300366032,300366032-67,
67,（参加者は印鑑を持参してください。）,,,300366032,300366032-68,
68,（3）入札説明会,,,300366032,300366032-69,
69,1） 日時及び場所,,,300366032,300366032-70,
70,令和2年3月3日（火）11時00分,,,300366032,300366032-71,
71,福岡県福岡市博多区博多駅前二丁目19番24号 大博センタービル10階,,,300366032,300366032-72,
72,独立行政法人石油天然ガス・金属鉱物資源機構 九州支部 第2・3会議室,,,300366032,300366032-73,
73,2） 参加の申し込み,,,300366032,300366032-74,
74,説明会への参加を希望する者は、令和 2 年 2 月 28 日（金）17 時 00 分までに添,仕様書交付期限,令和2年2月28日(金)17時00分,300366032,300366032-75,
75,付の「入札説明会参加申込書」をFax （宛先は上記（1）1に記載）にて提出して,,,300366032,300366032-76,
76,ください。,,,300366032,300366032-77,
77,（4）入札の日時等,,,300366032,300366032-78,
78,1） 日時及び場所,,,300366032,300366032-79,
79,令和2年3月13日（金）11時00分,開札日時,令和2年3月13日(金)11時00分,300366032,300366032-80,
80,福岡県福岡市博多区博多駅前二丁目19番24号 大博センタービル10階,開札場所,福岡県福岡市博多区博多駅前二丁目19番24号大博センタービル10階独立行政法人石油天然ガス・金属鉱物資源機構九州支部第2・3会議室,300366032,300366032-81,
81,独立行政法人石油天然ガス・金属鉱物資源機構 九州支部 第2・3会議室,,,300366032,300366032-82,
82,2） 参加の申し込み,,,300366032,300366032-83,
83,入札参加希望者は、令和2年3月10日（火）17時00分までに、（1）1）宛て下,入札書締切日時;資格申請締切日時,令和2年3月10日(火)17時00分まで;令和2年3月10日(火)17時00分,300366032,300366032-84,
84,記イ、ロ、ハ及びニの書類を郵送（信書として送達し、かつ、配達の記録が残る,,,300366032,300366032-85,
85,方法）又は持参により提出することとし、電送によるものは受け付けない。,,,300366032,300366032-86,
86,イ一般競争入札参加申請書（入札説明会で配布します。）,,,300366032,300366032-87,
87,ロ全省庁統一資格の写し（「役務の提供等」の「その他」で等級区分が「A」、「B」、,,,300366032,300366032-88,
88,「C」等級であること。）,,,300366032,300366032-89,
89,ハ代表者印の印鑑証明書,,,300366032,300366032-90,
90,ニ入札参加資格の審査に必要な申請書類一式,,,300366032,300366032-91,
91,・誓約書,,,300366032,300366032-92,
92,・直前 3 年の各事業年度のうちいずれかの事業年度の自己資本比率が 10％以,,,300366032,300366032-93,
93,上であることを証する書類,,,300366032,300366032-94,
94,直前3年の各事業年度における経常利益金額と減価償却の額の和の平均が零,,,300366032,300366032-95,
95,を超えていることを証する書類,,,300366032,300366032-96,
96,・その他関係書類（入札参加資格の審査に必要な申請書類は入札説明会時に交,,,300366032,300366032-97,
97,付します。）,,,300366032,300366032-98,
98,3）入札参加資格通知日,,,300366032,300366032-99,
99,令和2年3月11日（水）17時00分までに通知する。,資格申請締切日時,和2年3月11日(水)17時00,300366032,300366032-100,
100,4.入札保証金及び契約保証金に関する事項,,,300366032,300366032-101,
101,全額免除,,,300366032,300366032-102,
102,5.その他必要な事項,,,300366032,300366032-103,
103,（1） 契約手続において使用する言語及び通貨,,,300366032,300366032-104,
104,日本語及び日本国通貨に限る,,,300366032,300366032-105,
105,（2） 入札時の提出物,,,300366032,300366032-106,
106,入札者が代表者以外の場合は代表者からの委任状、及び入札説明に基づく提出物,,,300366032,300366032-107,
107,（3） 入札の無効,,,300366032,300366032-108,
108,競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は,,,300366032,300366032-109,
109,無効とする。,,,300366032,300366032-110,
110,（4）契約書作成の要否,,,300366032,300366032-111,
111,要,,,300366032,300366032-112,
112,（5）落札者の決定方法,,,300366032,300366032-113,
113,入札参加資格の通知を受けた者であって、予定価格の制限の範囲内で最低の価格,,,300366032,300366032-114,
114,をもって有効な入札を行った者を落札者とする。ただし、落札者となるべき者の入,,,300366032,300366032-115,
115,札価格によっては、その者により当該契約の内容に適合した履行がなされないおそ,,,300366032,300366032-116,
116,れがあると認められるとき、又はその者と契約を締結することが公正な取引の秩序,,,300366032,300366032-117,
117,を乱すこととなるおそれがあって著しく不適当であると認められるときは、予定価,,,300366032,300366032-118,
118,格の制限の範囲内の価格をもって入札をした他の者のうち最低の価格をもって入,,,300366032,300366032-119,
119,札をした者を落札者とすることがある。,,,300366032,300366032-120,
120,6.入札結果の公表,,,300366032,300366032-121,
121,当該入札の件名、入札年月日、落札者の氏名、住所及び落札金額等が公表されるこ,,,300366032,300366032-122,
122,とを、あらかじめ同意の上、入札に参加してください。,,,300366032,300366032-123,
123,7.契約の公表に係る留意事項,,,300366032,300366032-124,
124,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本,,,300366032,300366032-125,
125,方針」（平成 22年 12 月7 日閣議決定）において、独立行政法人と一定の関係を有す,,,300366032,300366032-126,
126,る法人と契約をする場合には、当該法人への再就職の状況、当該法人との間の取引等,,,300366032,300366032-127,
127,の状況について情報を公開するなどの取組を進めるとされているところです。,,,300366032,300366032-128,
128,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページ,,,300366032,300366032-129,
129,で公表することとしますので、所要の情報の当方への提供及び情報の公表に同意の上,,,300366032,300366032-130,
130,で、応札若しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願い,,,300366032,300366032-131,
131,いたします。,,,300366032,300366032-132,
132,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさ,,,300366032,300366032-133,
133,せていただきますので、ご了知願います。,,,300366032,300366032-134,
134,（1） 公表の対象となる契約先,,,300366032,300366032-135,
135,次のいずれにも該当する契約先,,,300366032,300366032-136,
136,1) 当機構において役員を経験した者（役員経験者）が再就職していること又は課,,,300366032,300366032-137,
137,長相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として,,,300366032,300366032-138,
138,再就職していること。,,,300366032,300366032-139,
139,2) 当機構との間の取引高が、総売上高又は事業収入の3分の1以上を占めている,,,300366032,300366032-140,
140,こと。,,,300366032,300366032-141,
141,（注）予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象,,,300366032,300366032-142,
142,外,,,300366032,300366032-143,
143,（2）公表する情報,,,300366032,300366032-144,
144,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約,,,300366032,300366032-145,
145,締結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300366032,300366032-146,
146,1) 当機構の役員経験者及び課長相当職以上経験者（当機構OB）の人数、職名及び,,,300366032,300366032-147,
147,当機構における最終職名,,,300366032,300366032-148,
148,2) 当機構との間の取引高,,,300366032,300366032-149,
149,3) 総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいずれかに該当する旨,,,300366032,300366032-150,
150,3分の1以上2分の1未満、2分の1以上3分の2未満又は3分の2以上,,,300366032,300366032-151,
151,4) 一者応札又は一者応募である場合はその旨,,,300366032,300366032-152,
152,（3）当方に提供していただく情報,,,300366032,300366032-153,
153,1) 契約締結日時点で在職している当機構 OB に係る情報（人数、現在の職名及び,,,300366032,300366032-154,
154,当機構における最終職名等）,,,300366032,300366032-155,
155,2) 直近の事業年度における総売上高又は事業収入及び当機構との間の取引高,,,300366032,300366032-156,
156,（4）公表日,,,300366032,300366032-157,
157,契約締結日の翌日から起算して原則として 72 日以内（4 月に締結した契約につ,,,300366032,300366032-158,
158,いては原則として93日以内）,,,300366032,300366032-159,
0,入 札 公 告,,,300366099,300366099-1,
1,次のとおり一般競争入札に付します。,,,300366099,300366099-2,
2,令和2年2月18日,公告日,令和2年2月18日,300366099,300366099-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366099,300366099-4,
4,契約担当役,,,300366099,300366099-5,
5,石油天然ガス開発技術本部長 江波戸 俊和,,,300366099,300366099-6,
6,１．入札に付する事項,,,300366099,300366099-7,
7,（１）件名,,,300366099,300366099-8,
8,液晶テレビ及びブルーレイディスクプレーヤーの購入・設置並びに既存品の廃棄,入札件名,液晶テレビ及びブルーレイディスクプレーヤーの購入・設置並びに既存品の廃棄(,300366099,300366099-9,
9,（２）内容,,,300366099,300366099-10,
10,液晶テレビ 30台,,,300366099,300366099-11,
11,ブルーレイディスクプレーヤー 30台,,,300366099,300366099-12,
12,上記設置にあたって必要なケーブル等 一式,,,300366099,300366099-13,
13,既存品の引取、廃棄 30台,,,300366099,300366099-14,
14,（３）納入期限,,,300366099,300366099-15,
15,令和2年3月31日,調達終了日,令和2年3月31日,300366099,300366099-16,
16,（４）納入場所,,,300366099,300366099-17,
17,千葉県千葉市美浜区浜田一丁目2番2号,都道府県;需要場所(住所),千葉県千葉;千葉県千葉市美浜区浜田一丁目2番2号,300366099,300366099-18,
18,独立行政法人石油天然ガス・金属鉱物資源機構 技術センター,施設名,独立行政法人石油天然ガス・金属鉱物資源機構技術センター(,300366099,300366099-19,
19,（５）契約期間,,,300366099,300366099-20,
20,契約締結日から令和2年3月31日,調達終了日;調達開始日,令和2年3月31日;締結日,300366099,300366099-21,
21,（６）入札方法,,,300366099,300366099-22,
22,一般競争入札,,,300366099,300366099-23,
23,入札金額は、調達物品の総額を記載すること。なお、落札者の決定に当たっては入,,,300366099,300366099-24,
24,札書に記載された金額に当該金額の１０パーセントに相当する額を加算した金額（当,,,300366099,300366099-25,
25,該金額に1円未満の端数があるときは、その端数を切り捨てた金額）をもって落札価格,,,300366099,300366099-26,
26,とするので、入札者は消費税及び地方消費税に係る課税事業者であるか免税事業者で,,,300366099,300366099-27,
27,あるかを問わず、見積もった価格の１１０分の１００に相当する金額を入札書に記載,,,300366099,300366099-28,
28,すること。,,,300366099,300366099-29,
29,２．競争に参加する者に必要な資格に関する事項,,,300366099,300366099-30,
30,下記すべての条件を満たす者について、競争に参加する資格を付与するものとする。,,,300366099,300366099-31,
31,（１）独立行政法人石油天然ガス・金属鉱物資源機構(以下｢機構｣という。) の「競争参加,,,300366099,300366099-32,
32,者の資格に関する公示」の「３ 競争に参加することができない者」に該当しない者,,,300366099,300366099-33,
33,であること。,,,300366099,300366099-34,
34,（２）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行,,,300366099,300366099-35,
35,政処分を受けている期間中でないこと。,,,300366099,300366099-36,
36,（３）令和01・02・03年度（平成31・32・33年度）の競争参加資格（全省庁統一資格）の,,,300366099,300366099-37,
37,「物品の販売」において「A」、「B」若しくは「C」に格付けされている者であること。,,,300366099,300366099-38,
38,または当該参加資格を有していない者であって、一般競争等参加者資格審査を受け、,,,300366099,300366099-39,
39,入札執行時までに当該等級に格付けされた者であること。,,,300366099,300366099-40,
40,（４）本公告に示した調達物品を納入できることを証明する書類（選定製品リスト、国等,,,300366099,300366099-41,
41,による環境物品等の調達の推進等に関する法律（平成12年法律第100号）適合証明（該,,,300366099,300366099-42,
42,当する場合のみ）、納期証明書）を別途指定する日までに下記３．（１）の場所に提出,,,300366099,300366099-43,
43,の上、機構担当職員より認められた者。,,,300366099,300366099-44,
44,（５）下記３．（２）における入札説明書の交付を受けた者。,,,300366099,300366099-45,
45,３．契約条項を示す場所等,,,300366099,300366099-46,
46,（１）契約条項を示す場所及び問い合わせ先,,,300366099,300366099-47,
47,〒261-0025 千葉県千葉市美浜区浜田一丁目2番2号,資格申請送付先,〒261-0025千葉県千葉市美浜区浜田一丁目2番,300366099,300366099-48,
48,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366099,300366099-49,
49,管理・研修部 管理課（担当：太田、瀬沼）,質問箇所所属/担当者,##浜区浜田一丁目2番2号独立行政法人石油天然ガス・金属鉱物資源機構管理・研修部管理課(担当:太田、瀬沼),300366099,300366099-50,
50,Tel:043-276-4300 E-mail:trc-nyuusatsu36@jogmec.go.jp,質問箇所TEL/FAX,Tel:043-276-4300,300366099,300366099-51,
51,(２)入札説明書の交付,,,300366099,300366099-52,
52,入札参加希望者に、上記（１）において本公告の日から令和2年2月27日（木 ）までの間電子メール又は手交にて配布する。,,,300366099,300366099-53,
53,（交付時間：平日の10:00～12:30、13:30～17:00）,,,300366099,300366099-55,
54,(３)入札説明会の開催の有無,,,300366099,300366099-56,
55,無,,,300366099,300366099-57,
56,(４)一般競争入札参加申請書の提出期限の日時及び場所,,,300366099,300366099-58,
57,令和2年3月3日（火）15時00分,入札書締切日時;資格申請締切日時,令和2年2月27日(木令和2年3月3日(火)15時00;令和2年3月3日(火)15時00分,300366099,300366099-59,
58,上記（１）の場所へ入札説明書に示す証明書等とともに郵送（必着）または持ち込,,,300366099,300366099-60,
59,みにより提出のこと。,,,300366099,300366099-61,
60,４．入札及び開札の日時及び場所,,,300366099,300366099-62,
61,令和2年3月5日（木）15時00分,開札日時,令和2年3月5日(木)15時00分,300366099,300366099-63,
62,〒 261-0025 千葉県千葉市美浜区浜田一丁目2番2号,開札場所,〒261-0025千葉県千葉市美浜区浜田一丁目2番2号独立行政法人石油天然ガス・金属鉱物資源機構石油天然ガス開発技術本部(技術センター,300366099,300366099-64,
63,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366099,300366099-65,
64,石油天然ガス開発技術本部（技術センター）,,,300366099,300366099-66,
65,５．その他必要な事項,,,300366099,300366099-67,
66,（１）使用言語,,,300366099,300366099-68,
67,契約手続きにおいて使用する言語および通貨 日本語および日本国通貨。,,,300366099,300366099-69,
68,（２）入札保証金および契約保証金,,,300366099,300366099-70,
69,全額免除,,,300366099,300366099-71,
70,（３）入札の無効,,,300366099,300366099-72,
71,競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効,,,300366099,300366099-73,
72,とする。,,,300366099,300366099-74,
73,（４）契約書の作成の要否,,,300366099,300366099-75,
74,要,,,300366099,300366099-76,
75,（５）落札者の決定方法,,,300366099,300366099-77,
76,予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い価格をもって入,,,300366099,300366099-78,
77,札した者を落札者とする。,,,300366099,300366099-79,
78,（６）手続における交渉の有無,,,300366099,300366099-80,
79,無,,,300366099,300366099-81,
80,○契約の公表に係る留意事項,,,300366099,300366099-82,
81,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300366099,300366099-83,
82,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と,,,300366099,300366099-84,
83,契約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況につい,,,300366099,300366099-85,
84,て情報を公開するなどの取組を進めるとされているところです。,,,300366099,300366099-86,
